Date,close
2012-04-12,3.56488037109375
2012-04-13,3.487663984298706
2012-04-16,3.4086084365844727
2012-04-17,3.351613998413086
2012-04-18,3.518918991088867
2012-04-19,3.693577527999878
2012-04-20,3.610844612121582
2012-04-23,3.542819023132324
2012-04-24,3.6494526863098145
2012-04-25,3.691740512847901
2012-04-26,3.605328559875488
2012-04-27,3.518918991088867
2012-04-30,3.531787157058716
2012-05-02,3.483987331390381
2012-05-03,3.4049301147460938
2012-05-04,3.311166524887085
2012-05-07,3.311166524887085
2012-05-08,3.395737648010254
2012-05-09,3.3074889183044434
2012-05-10,3.2523341178894043
2012-05-11,3.1824705600738525
2012-05-14,3.143861770629883
2012-05-15,3.147538185119629
2012-05-16,3.0390658378601074
2012-05-17,2.9544944763183594
2012-05-18,2.9563329219818115
2012-05-21,2.9802334308624268
2012-05-22,2.9783952236175537
2012-05-23,2.9765565395355225
2012-05-24,3.031712055206299
2012-05-25,2.97287917137146
2012-05-28,2.9949419498443604
2012-05-29,3.070321559906006
2012-05-30,3.2376255989074707
2012-05-31,3.2431418895721436
2012-06-01,3.1935017108917236
2012-06-04,3.1824705600738525
2012-06-05,3.116283655166626
2012-06-06,3.1530537605285645
2012-06-07,3.1714391708374023
2012-06-08,3.118121862411499
2012-06-11,3.1604082584381104
2012-06-12,3.1273155212402344
2012-06-13,3.1935017108917236
2012-06-14,3.1199605464935303
2012-06-15,3.1328301429748535
2012-06-18,3.1236374378204346
2012-06-19,3.1199605464935303
2012-06-20,3.1732771396636963
2012-06-21,3.2799108028411865
2012-06-22,3.3865458965301514
2012-06-25,3.4306697845458984
2012-06-26,3.4417011737823486
2012-06-27,3.4196391105651855
2012-06-28,3.456408977508545
2012-06-29,3.458247661590576
2012-07-02,3.4306697845458984
2012-07-03,3.4821484088897705
2012-07-04,3.524434804916382
2012-07-05,3.6770308017730713
2012-07-06,3.675192356109619
2012-07-09,3.732186555862427
2012-07-10,3.697253942489624
2012-07-11,3.7340240478515625
2012-07-12,3.730347156524658
2012-07-13,3.7395405769348145
2012-07-16,3.8241121768951416
2012-07-17,3.704608201980591
