Date,close
2005-01-03,234.55091857910156
2005-01-04,250.81590270996097
2005-01-05,246.78369140625
2005-01-06,245.74156188964844
2005-01-07,249.09422302246097
2005-01-10,248.5053253173828
2005-01-11,250.04568481445312
2005-01-12,244.6089324951172
2005-01-13,250.5440216064453
2005-01-14,258.8351135253906
2005-01-17,270.524169921875
2005-01-18,278.4526672363281
2005-01-19,274.6470031738281
2005-01-20,272.3817138671875
2005-01-24,279.7665710449219
2005-01-25,279.3135986328125
2005-01-27,279.9931640625
2005-01-28,283.48175048828125
2005-01-31,284.2972717285156
2005-02-01,286.2001647949219
2005-02-02,288.5561218261719
2005-02-03,298.61407470703125
2005-02-04,297.572021484375
2005-02-07,301.015380859375
2005-02-08,297.4361267089844
2005-02-09,303.0993957519531
2005-02-10,313.972900390625
2005-02-11,318.27703857421875
2005-02-14,326.0243835449219
2005-02-15,326.5228271484375
2005-02-16,333.6811828613281
2005-02-17,334.36077880859375
2005-02-18,336.2184143066406
2005-02-21,334.22479248046875
2005-02-22,333.22808837890625
2005-02-23,327.383544921875
2005-02-24,319.1831970214844
2005-02-25,314.24481201171875
2005-02-28,307.6300354003906
2005-03-01,305.9990234375
2005-03-02,309.9859924316406
2005-03-03,312.3871154785156
2005-03-04,308.7174072265625
2005-03-07,306.5879821777344
2005-03-08,300.2904052734375
2005-03-09,305.863037109375
2005-03-10,303.3712158203125
2005-03-11,299.5654296875
2005-03-14,300.2451171875
2005-03-15,295.3066711425781
2005-03-16,296.1222229003906
2005-03-17,298.7499084472656
2005-03-18,302.60107421875
2005-03-21,302.37457275390625
2005-03-22,301.9667663574219
2005-03-23,298.2063903808594
2005-03-24,291.59161376953125
2005-03-28,296.57525634765625
2005-03-29,298.7047119140625
2005-03-30,296.34869384765625
2005-03-31,299.15777587890625
2005-04-01,313.4745788574219
2005-04-04,310.07659912109375
2005-04-05,305.1382141113281
2005-04-06,305.7724914550781
2005-04-07,305.9990234375
2005-04-08,305.5912780761719
2005-04-11,299.65618896484375
2005-04-12,302.6463623046875
2005-04-13,304.9116516113281
2005-04-15,298.11572265625
2005-04-18,296.03167724609375
2005-04-19,294.1739807128906
2005-04-20,294.6724853515625
2005-04-21,296.2582092285156
2005-04-22,295.3973388671875
2005-04-25,300.83404541015625
2005-04-26,301.19659423828125
2005-04-27,299.7014465332031
2005-04-28,295.8051452636719
2005-04-29,286.7438659667969
2005-05-02,285.92822265625
2005-05-03,289.77935791015625
2005-05-04,288.5561218261719
2005-05-05,289.9606018066406
2005-05-06,288.4201965332031
2005-05-09,285.9736633300781
2005-05-10,285.5206298828125
2005-05-11,282.71160888671875
2005-05-12,283.39117431640625
2005-05-13,284.84100341796875
2005-05-16,289.0997009277344
2005-05-17,292.1352233886719
2005-05-18,291.2291259765625
2005-05-19,290.86669921875
2005-05-20,292.2711486816406
2005-05-23,290.549560546875
2005-05-24,290.27764892578125
2005-05-25,310.07659912109375
2005-05-26,314.5165710449219
2005-05-27,311.11859130859375
2005-05-30,312.6590270996094
2005-05-31,320.179931640625
2005-06-01,327.65545654296875
2005-06-02,340.4771423339844
2005-06-03,345.91387939453125
2005-06-06,345.4154968261719
2005-06-07,343.5126037597656
2005-06-08,346.9559326171875
2005-06-09,338.257080078125
2005-06-10,338.2118225097656
2005-06-13,336.76202392578125
2005-06-14,334.4514465332031
2005-06-15,338.257080078125
2005-06-16,334.5421142578125
2005-06-17,329.8301696777344
2005-06-20,331.2799377441406
2005-06-21,329.2412414550781
2005-06-22,336.98858642578125
2005-06-23,356.9686584472656
2005-06-24,364.2629699707031
2005-06-27,380.7091369628906
2005-06-28,379.71240234375
2005-06-29,371.965087890625
2005-06-30,372.5993347167969
2005-07-01,372.9164733886719
2005-07-04,372.2822570800781
2005-07-05,375.0912170410156
2005-07-06,384.514892578125
2005-07-07,390.495361328125
2005-07-08,390.4500122070313
2005-07-11,405.083984375
2005-07-12,404.9027404785156
2005-07-13,400.82513427734375
2005-07-14,395.9320373535156
2005-07-15,395.5696716308594
2005-07-18,394.3464050292969
2005-07-19,395.2072448730469
2005-07-20,393.7120666503906
2005-07-21,399.73785400390625
2005-07-22,397.2459716796875
2005-07-25,389.5892333984375
2005-07-26,394.3011169433594
2005-07-27,396.8835144042969
2005-07-28,396.8835144042969
2005-07-29,397.0648193359375
2005-08-01,397.5631103515625
2005-08-02,399.2394714355469
2005-08-03,399.3301696777344
2005-08-04,403.6340942382813
2005-08-05,404.0872192382813
2005-08-08,403.271728515625
2005-08-09,416.5464782714844
2005-08-10,416.5917663574219
2005-08-11,419.899169921875
2005-08-12,414.7342529296875
2005-08-16,417.543212890625
2005-08-17,431.9506530761719
2005-08-18,455.8271179199219
2005-08-19,500.3632507324219
2005-08-22,526.187744140625
2005-08-23,507.5669250488281
2005-08-24,498.6868591308594
2005-08-25,504.3954772949219
2005-08-26,518.2139282226562
2005-08-29,518.0779418945312
2005-08-30,536.653564453125
2005-08-31,535.339599609375
2005-09-01,542.769775390625
2005-09-02,566.1478881835938
2005-09-05,615.3507080078125
2005-09-06,630.3923950195312
2005-09-08,619.2923583984375
2005-09-09,633.1560668945312
2005-09-12,625.0462646484375
2005-09-13,637.233642578125
2005-09-14,624.5025024414062
2005-09-15,629.4864501953125
2005-09-16,635.5120239257812
2005-09-19,630.1659545898438
2005-09-20,630.6640625
