Date,close
2005-01-03,11.04387092590332
2005-01-04,10.838811874389648
2005-01-05,10.340811729431152
2005-01-06,10.487279891967773
2005-01-07,12.435340881347656
2005-01-10,13.431336402893066
2005-01-11,12.904045104980469
2005-01-12,11.908044815063477
2005-01-13,12.742928504943848
2005-01-14,12.552515029907227
2005-01-17,11.673689842224121
2005-01-18,11.805516242980957
2005-01-19,11.600457191467285
2005-01-20,11.26357650756836
2005-01-24,11.805516242980957
2005-01-25,12.05451488494873
2005-01-27,12.698982238769531
2005-01-28,12.508572578430176
2005-01-31,12.962629318237305
2005-02-01,12.845458030700684
2005-02-02,12.933340072631836
2005-02-03,12.860103607177734
2005-02-04,12.66969108581543
2005-02-07,12.772220611572266
2005-02-08,12.801514625549316
2005-02-09,13.5045747756958
2005-02-10,13.5045747756958
2005-02-11,13.372749328613281
2005-02-14,13.343453407287598
2005-02-15,13.065165519714355
2005-02-16,12.947986602783203
2005-02-17,12.698982238769531
2005-02-18,12.816162109375
2005-02-21,12.845458030700684
2005-02-22,12.830806732177734
2005-02-23,12.830806732177734
2005-02-24,12.816162109375
2005-02-25,12.728280067443848
2005-02-28,12.845458030700684
2005-03-01,12.698982238769531
2005-03-02,12.625752449035645
2005-03-03,12.68433666229248
2005-03-04,12.68433666229248
2005-03-07,12.625752449035645
2005-03-08,12.66969108581543
2005-03-09,12.786867141723633
2005-03-10,13.050517082214355
2005-03-11,13.109105110168457
2005-03-14,12.845458030700684
2005-03-15,12.625752449035645
2005-03-16,12.567160606384277
2005-03-17,12.288866996765137
2005-03-18,12.244927406311035
2005-03-21,12.05451488494873
2005-03-22,11.556517601013184
2005-03-23,11.395397186279297
2005-03-24,11.527222633361816
2005-03-28,12.362103462219238
2005-03-29,11.600457191467285
2005-03-30,11.995929718017578
2005-03-31,12.391397476196289
2005-04-01,12.332812309265137
2005-04-04,12.288866996765137
2005-04-05,11.951987266540527
2005-04-06,12.157044410705566
2005-04-07,12.464632987976074
2005-04-08,12.42069149017334
2005-04-11,12.200984954833984
2005-04-12,12.083809852600098
2005-04-13,12.318161964416504
2005-04-15,12.03986930847168
2005-04-18,11.922691345214844
2005-04-19,11.761574745178223
2005-04-20,11.790868759155273
2005-04-21,11.864105224609375
2005-04-22,11.834811210632324
2005-04-25,12.05451488494873
2005-04-26,11.981282234191895
2005-04-27,11.746926307678223
2005-04-28,11.702985763549805
2005-04-29,11.483282089233398
2005-05-02,11.366103172302246
2005-05-03,11.366103172302246
2005-05-04,11.483282089233398
2005-05-05,11.585811614990234
2005-05-06,11.615104675292969
2005-05-09,11.790868759155273
2005-05-10,11.688338279724121
2005-05-11,12.376750946044922
2005-05-12,12.567160606384277
2005-05-13,12.435340881347656
2005-05-16,12.640400886535645
2005-05-17,12.332812309265137
2005-05-18,12.274221420288086
2005-05-19,12.977277755737305
2005-05-20,13.109105110168457
2005-05-23,12.904045104980469
2005-05-24,12.625752449035645
2005-05-25,12.596455574035645
2005-05-26,12.391397476196289
2005-05-27,12.406044960021973
2005-05-30,12.259575843811035
2005-05-31,12.2302827835083
2005-06-01,12.215631484985352
2005-06-02,12.142396926879883
2005-06-03,12.303516387939453
2005-06-06,12.200984954833984
2005-06-07,12.259575843811035
